date,kpi_total_index,kpi_energy_index,cpi_yoy,cpi_energy_yoy,wage_index,wage_yoy,infl_exp_households_1y,price_se3,price_se4,elec_price_avg,elec_price_index,elec_price_yoy,price_plans_total,wage_yoy_lag1,elec_price_yoy_lag1,price_plans_total_lag1,cpi_yoy_target_next
2013-04-01,93.48,94.27,-0.4684838160136206,-0.9976895610166014,186.7,2.189381499726317,,,,,,,9.0,2.582417582417573,,9.0,-0.22378516624042
2013-05-01,93.63,93.95,-0.22378516624042,-1.0427638508531678,187.2,2.3510114816839733,,,,,,,9.0,2.189381499726317,,9.0,-0.1495566712958029
2013-06-01,93.47,93.51,-0.1495566712958029,-1.506214451232346,187.9,2.5095471903982425,,,,,,,9.0,2.3510114816839733,,9.0,0.107250107250123
2013-07-01,93.34,93.54,0.107250107250123,-0.9949195596951732,188.2,2.4496461622210086,,,,,,,9.0,2.5095471903982425,,9.0,0.0857081637025913
2013-08-01,93.42,93.66,0.0857081637025913,-1.1816838995568737,188.5,2.4456521739130377,,,,,,,9.0,2.4496461622210086,,9.0,0.0746905676483278
2013-09-01,93.79,93.98,0.0746905676483278,-0.0425441395447645,189.0,2.4390243902439046,,,,,,,9.0,2.4456521739130377,,9.0,-0.0640683395622065
2013-10-01,93.59,93.8,-0.0640683395622065,0.2350929685830394,189.4,2.4891774891774965,,,,,,,9.0,2.4390243902439046,,9.0,0.1177478056090697
2013-11-01,93.53,93.95,0.1177478056090697,0.4920312332869825,189.9,2.593192868719618,,,,,,,9.0,2.4891774891774965,,9.0,0.1281229980781617
2013-12-01,93.78,93.74,0.1281229980781617,-0.1278499893458407,190.5,2.364320257925856,,,,,,,9.0,2.593192868719618,,9.0,-0.1937984496123923
2014-01-01,92.7,93.82,-0.1937984496123923,-0.7405840033855249,191.1,3.07443365695792,,,,,,,9.0,2.364320257925856,,9.0,-0.2143852502947796
2014-02-01,93.09,93.54,-0.2143852502947796,-0.7322508755173485,191.6,3.010752688172036,,,,,,,9.0,3.07443365695792,,9.0,-0.6298708231023853
2014-03-01,93.08,93.39,-0.6298708231023853,-0.90195246179966,191.9,2.785216925549028,,,,,,,9.0,3.010752688172036,,9.0,-0.0427899015832289
2014-04-01,93.44,93.39,-0.0427899015832289,-0.933488914819136,192.3,2.9994643813604727,,,,,,,9.0,2.785216925549028,,9.0,-0.1495247249813092
2014-05-01,93.49,93.66,-0.1495247249813092,-0.3086748270356598,192.8,2.991452991453003,,,,,,,9.0,2.9994643813604727,,9.0,0.2246710174387489
2014-06-01,93.68,93.43,0.2246710174387489,-0.0855523473425323,193.1,2.767429483767958,,,,,,,9.0,2.991452991453003,,9.0,0.0321405613884717
2014-07-01,93.37,93.01,0.0321405613884717,-0.566602522984816,193.4,2.763018065887368,,,,,,,9.0,2.767429483767958,,9.0,-0.1498608435024584
2014-08-01,93.28,92.96,-0.1498608435024584,-0.7473841554559102,193.8,2.811671087533152,,,,,,,9.0,2.763018065887368,,9.0,-0.3838362298752562
2014-09-01,93.43,92.93,-0.3838362298752562,-1.1172589912747388,194.1,2.698412698412689,,,,,,,9.0,2.811671087533152,,9.0,-0.1175339245645945
2014-10-01,93.48,92.64,-0.1175339245645945,-1.236673773987207,194.3,2.587117212249201,,,,,,,9.0,2.698412698412689,,9.0,-0.2031433764567491
2014-11-01,93.34,92.52,-0.2031433764567491,-1.5220862160723825,194.8,2.5803054239073253,,,,,,,9.0,2.587117212249201,,9.0,-0.3092343783322682
2014-12-01,93.49,92.39,-0.3092343783322682,-1.440153616385742,195.2,2.467191601049868,,,,,,,9.0,2.5803054239073253,,9.0,-0.2049622437971909
2015-01-01,92.51,92.55,-0.2049622437971909,-1.3536559369004442,195.6,2.354788069073788,,,,,,,9.0,2.467191601049868,,9.0,0.0751960468363899
2015-02-01,93.16,92.2,0.0751960468363899,-1.432542227923883,196.0,2.2964509394572064,,,,,,,9.0,2.354788069073788,,9.0,0.1611516974645566
