deliver_date_cet,se3_sek,se4_sek
2025-06-06,226.08,415.71
2025-06-07,135.84,278.6
2025-06-08,189.78,356.44
2025-06-09,166.75,260.95
2025-06-10,563.39,662.65
2025-06-11,470.27,768.59
2025-06-12,332.19,640.6
2025-06-13,282.4,559.51
2025-06-14,130.24,325.13
2025-06-15,289.63,576.96
2025-06-16,323.68,612.01
2025-06-17,255.05,463.02
2025-06-18,283.82,550.03
2025-06-19,195.52,394.32
2025-06-20,228.78,419.67
2025-06-21,99.96,205.81
2025-06-22,103.2,186.38
2025-06-23,85.01,143.79
2025-06-24,39.16,47.22
2025-06-25,149.28,272.72
2025-06-26,437.37,658.96
2025-06-27,242.36,339.67
2025-06-28,28.44,29.23
2025-06-29,-30.03,-30.39
2025-06-30,220.08,389.18
2025-07-01,436.34,576.45
2025-07-02,532.37,606.54
2025-07-03,140.36,197.76
2025-07-04,171.27,278.78
2025-07-05,96.72,131.26
2025-07-06,174.59,257.02
2025-07-07,707.3,832.42
2025-07-08,490.5,601.11
2025-07-09,850.45,921.16
2025-07-10,702.04,739.41
2025-07-11,106.53,124.42
2025-07-12,75.02,83.36
2025-07-13,213.07,246.37
2025-07-14,348.52,433.99
2025-07-15,501.99,607.19
2025-07-16,391.71,621.05
2025-07-17,242.12,339.58
2025-07-18,387.21,586.23
2025-07-19,278.99,337.08
2025-07-20,303.41,423.9
2025-07-21,397.22,438.68
2025-07-22,258.34,257.38
2025-07-23,387.92,515.52
2025-07-24,636.15,864.3
2025-07-25,368.77,514.83
2025-07-26,374.72,461.42
2025-07-27,454.36,597.58
2025-07-28,511.15,658.68
2025-07-29,137.27,145.34
2025-07-30,375.82,430.66
2025-07-31,421.79,544.08
2025-08-01,503.15,888.7
2025-08-02,384.48,704.59
2025-08-03,245.58,433.71
2025-08-04,282.76,605.5
2025-08-05,4.46,4.3
2025-08-06,17.58,29.44
2025-08-07,166.15,282.86
2025-08-08,268.8,464.37
2025-08-09,150.13,228.06
2025-08-10,111.82,193.55
2025-08-11,384.43,782.8
2025-08-12,460.44,941.36
2025-08-13,543.29,1119.57
2025-08-14,455.95,1146.38
2025-08-15,280.11,780.95
2025-08-16,286.74,489.85
2025-08-17,325.12,564.67
2025-08-18,623.26,1017.48
2025-08-19,491.44,870.6
2025-08-20,727.95,952.32
2025-08-21,894.21,1031.37
2025-08-22,777.93,807.86
2025-08-23,379.24,660.64
2025-08-24,377.71,624.65
2025-08-25,600.36,916.19
2025-08-26,1046.56,1144.04
2025-08-27,1083.73,1199.67
2025-08-28,1258.04,1285.73
2025-08-29,932.83,1075.49
2025-08-30,565.1,798.52
2025-08-31,424.74,655.63
2025-09-01,608.92,1101.47
2025-09-02,821.01,1333.33
2025-09-03,375.71,759.23
2025-09-04,393.99,825.78
2025-09-05,563.94,1066.77
2025-09-06,423.1,732.92
2025-09-07,334.47,516.34
2025-09-08,1136.0,1313.27
2025-09-09,1257.46,1499.63
2025-09-10,840.27,1047.34
2025-09-11,309.99,513.51
2025-09-12,259.26,459.92
2025-09-13,273.19,434.97
2025-09-14,492.88,620.91
2025-09-15,139.78,149.8
2025-09-16,205.19,220.36
2025-09-17,620.09,667.1
2025-09-18,511.37,546.36
2025-09-19,326.73,358.92
2025-09-20,123.25,152.94
2025-09-21,47.77,58.34
2025-09-22,253.12,352.95
2025-09-23,463.31,679.19
2025-09-24,693.32,873.89
2025-09-25,775.11,891.85
2025-09-26,851.82,939.54
2025-09-27,491.79,581.04
2025-09-28,365.57,439.47
2025-09-29,764.66,907.39
2025-09-30,974.99,1135.54
2025-10-01,1033.98,1180.78
2025-10-02,1129.65,1119.28
2025-10-03,571.2,649.37
2025-10-04,7.98,5.83
2025-10-05,44.17,47.93
2025-10-06,878.53,955.82
2025-10-07,1054.09,1191.79
2025-10-08,704.61,813.05
2025-10-09,659.32,745.79
2025-10-10,266.91,320.68
2025-10-11,167.77,266.05
2025-10-12,113.57,199.33
2025-10-13,1061.41,1261.77
2025-10-14,1885.23,1861.41
2025-10-15,1204.41,1394.24
2025-10-16,775.66,1035.31
2025-10-17,976.49,939.38
2025-10-18,590.48,764.1
2025-10-19,384.3,698.5
2025-10-20,638.17,643.37
2025-10-21,239.29,297.97
2025-10-22,348.73,542.58
2025-10-23,590.22,707.69
2025-10-24,414.17,405.19
2025-10-25,85.48,121.81
2025-10-26,102.5,117.46
2025-10-27,659.09,766.72
2025-10-28,768.51,801.9
2025-10-29,914.75,943.07
2025-10-30,494.81,522.46
2025-10-31,727.35,792.34
2025-11-01,242.18,285.9
2025-11-02,336.95,537.04
2025-11-03,498.06,668.43
2025-11-04,70.9,98.14
2025-11-05,211.08,289.89
2025-11-06,382.3,473.65
2025-11-07,688.6,746.62
2025-11-08,622.79,689.91
2025-11-09,525.24,663.62
2025-11-10,1032.32,1078.26
2025-11-11,783.74,838.31
2025-11-12,241.39,318.06
2025-11-13,224.23,298.85
2025-11-14,724.85,836.83
2025-11-15,362.84,494.8
2025-11-16,623.5,745.72
2025-11-17,916.58,942.74
2025-11-18,1179.1,1186.57
2025-11-19,1322.02,1321.93
2025-11-20,1373.99,1373.99
2025-11-21,1586.54,1590.63
2025-11-22,493.35,599.78
2025-11-23,609.82,619.15
2025-11-24,1421.3,1537.87
2025-11-25,2132.49,2457.92
2025-11-26,1079.1,1779.17
2025-11-27,453.73,751.95
2025-11-28,249.16,387.03
2025-11-29,139.58,182.57
2025-11-30,365.74,413.24
2025-12-01,608.42,617.55
2025-12-02,524.16,724.45
2025-12-03,730.34,1145.13
2025-12-04,1161.16,1217.54
2025-12-05,1308.45,1315.75
