date,kpi_total_index,kpi_energy_index,cpi_yoy,cpi_energy_yoy
2016-05-01,94.13,90.9,0.6199893105291343,-0.09891196834815874
2016-06-01,94.23,91.48,1.0292698616918727,1.2618994908124792
2016-07-01,94.29,91.31,1.0610932475884294,1.8630075858991457
2016-08-01,94.18,91.44,1.138316151202745,1.826280623608012
2016-09-01,94.34,91.6,0.9091881484650788,1.789087676408485
2016-10-01,94.66,92.0,1.1757161179991371,2.17681030653043
2016-11-01,94.69,92.6,1.3811563169164875,2.5470653377630104
2016-12-01,95.16,92.28,1.731879409878112,2.647385984427131
2017-01-01,94.52,93.33,1.4054286020813267,1.8886462882096167
2017-02-01,95.18,93.46,1.7859052507753104,2.6243548918414517
2017-03-01,95.17,93.32,1.266226856778041,2.3694602896007
2017-04-01,95.72,93.16,1.8731375053214094,2.486248624862486
2017-05-01,95.78,93.29,1.7528949325401166,2.6292629262926193
2017-06-01,95.85,93.04,1.7191977077363862,1.7052907739396606
2017-07-01,96.36,93.79,2.195354756601975,2.7160223414741003
2017-08-01,96.21,94.03,2.1554470163516637,2.832458442694663
2017-09-01,96.34,94.43,2.119991520033926,3.089519650655026
2017-10-01,96.27,94.22,1.7008240016902487,2.413043478260879
2017-11-01,96.46,94.73,1.869257577357697,2.3002159827213875
2017-12-01,96.82,94.74,1.7444304329550242,2.665799739921959
2018-01-01,96.01,95.67,1.5763859500634858,2.507232401157178
2018-02-01,96.71,96.25,1.607480563143504,2.9852343248448543
2018-03-01,96.97,96.78,1.8913523169065805,3.707672524646388
2018-04-01,97.37,96.37,1.7237776849143405,3.4456848432803833
2018-05-01,97.6,95.99,1.9001879306744573,2.8942008789795137
2018-06-01,97.82,96.77,2.055294731351065,4.009028374892498
2018-07-01,98.33,97.62,2.0444167704441574,4.083591001172837
2018-08-01,98.13,98.03,1.995634549423131,4.253961501648407
2018-09-01,98.58,98.12,2.3250986090928016,3.907656465106424
2018-10-01,98.45,98.12,2.2644645268515617,4.139248567183196
2018-11-01,98.36,98.77,1.969728384822722,4.264752454343923
2018-12-01,98.79,98.97,2.034703573641816,4.464851171627626
2019-01-01,97.81,100.22,1.8748047078429364,4.7559318490644875
2019-02-01,98.54,100.24,1.8922551959466682,4.145454545454541
2019-03-01,98.77,100.01,1.8562441992368672,3.337466418681556
2019-04-01,99.46,100.13,2.1464516791619426,3.901629137698448
2019-05-01,99.71,99.95,2.16188524590164,4.125429732263797
2019-06-01,99.57,99.06,1.7890002044571585,2.3664358788880957
2019-07-01,99.96,99.96,1.6576833112986744,2.397049784880134
2019-08-01,99.54,100.2,1.4368694588810849,2.213608079159446
2019-09-01,100.01,100.23,1.450598498681277,2.1504280472890436
2019-10-01,100.03,100.18,1.6048755713560237,2.0994700366897767
2019-11-01,100.13,100.8,1.7995119967466389,2.0552799433026125
2019-12-01,100.52,100.54,1.75118939163883,1.5863392947357946
2020-01-01,99.08,99.9,1.2984357427665794,-0.3192975454001101
2020-02-01,99.57,99.64,1.0452608077937686,-0.5985634477254531
2020-03-01,99.4,99.43,0.6378454996456506,-0.5799420057994165
2020-04-01,99.1,98.93,-0.3619545545948122,-1.198442025367008
2020-05-01,99.7,99.27,-0.010029084344587158,-0.6803401700850475
2020-06-01,100.27,99.92,0.7030229988952419,0.8681607106803879
2020-07-01,100.49,99.13,0.5302120848339253,-0.8303321328531399
2020-08-01,100.34,100.77,0.803697006228643,0.5688622754491002
2020-09-01,100.4,100.99,0.3899610038996082,0.7582560111742964
2020-10-01,100.31,100.11,0.2799160251924393,-0.06987422639249674
2020-11-01,100.32,100.65,0.189753320683117,-0.14880952380951218
2020-12-01,101.02,101.27,0.4974134500596916,0.7260791724686522
2021-01-01,100.65,102.49,1.5845781186919705,2.592592592592591
2021-02-01,100.92,102.72,1.3558300692979808,3.0911280610196767
2021-03-01,101.08,102.09,1.6901408450704203,2.6752489188373696
2021-04-01,101.32,101.74,2.2401614530777048,2.8403921965025614
2021-05-01,101.52,102.26,1.8254764292878534,3.011987508814351
2021-06-01,101.61,102.56,1.336391742295806,2.642113690952752
2021-07-01,101.88,103.67,1.3832222111652914,4.579844648441456
2021-08-01,102.4,104.55,2.0530197329081235,3.751116403691568
2021-09-01,102.92,106.14,2.5099601593625565,5.0995148034458815
2021-10-01,103.13,104.87,2.8112850164490055,4.754769753271404
2021-11-01,103.61,106.37,3.2795055821371655,5.683060109289606
2021-12-01,104.93,110.78,3.8705206889724897,9.390737632072677
2022-01-01,104.36,108.34,3.6860407352210522,5.707873938920871
2022-02-01,105.25,107.7,4.290527150217982,4.848130841121501
2022-03-01,107.11,110.16,5.9655718242975775,7.90478989127239
2022-04-01,107.77,110.0,6.365969206474542,8.118734027914298
2022-05-01,108.9,111.27,7.2695035460992985,8.810874242127898
2022-06-01,110.43,113.33,8.680248007085932,10.501170046801867
2022-07-01,110.53,113.15,8.490380840204171,9.144400501591598
2022-08-01,112.47,120.32,9.833984374999982,15.083692013390726
2022-09-01,114.08,124.48,10.843373493975905,17.279065385340118
2022-10-01,114.32,120.28,10.850383011732756,14.694383522456377
2022-11-01,115.48,125.1,11.456423125180981,17.60834821848265
2022-12-01,117.87,133.11,12.332030877728005,20.157068062827243
2023-01-01,116.54,128.13,11.671138367190492,18.266568211186996
2023-02-01,117.83,127.55,11.952494061757712,18.430826369545027
2023-03-01,118.5,128.26,10.633927737839599,16.43064633260711
2023-04-01,119.05,129.15,10.466734712814318,17.409090909090907
2023-05-01,119.43,128.3,9.669421487603302,15.305113687426996
2023-06-01,120.71,131.01,9.309064565788262,15.600458837024611
2023-07-01,120.76,129.21,9.255405772188553,14.193548387096765
2023-08-01,120.85,130.25,7.450875789099309,8.252992021276606
2023-09-01,121.47,130.25,6.477910238429163,4.635282776349614
2023-10-01,121.77,131.55,6.516794961511541,9.369803791153974
2023-11-01,122.16,136.07,5.784551437478336,8.768984812150272
2023-12-01,123.05,137.54,4.394672096377361,3.328074524829061
2024-01-01,122.87,141.01,5.431611463875052,10.052290642316386
2024-02-01,123.17,139.57,4.531952813375195,9.42375539004312
2024-03-01,123.32,140.21,4.06751054852319,9.317012318727592
2024-04-01,123.69,140.26,3.897522049558999,8.602400309717373
2024-05-01,123.89,137.95,3.734405090848192,7.521434138737315
2024-06-01,123.8,138.37,2.559854196006972,5.617891763987504
2024-07-01,123.9,137.35,2.60019874130506,6.299821995201604
2024-08-01,123.18,136.05,1.9280099296648867,4.452975047984653
2024-09-01,123.41,135.97,1.59710216514366,4.391554702495193
2024-10-01,123.69,135.87,1.5767430401576688,3.283922462941846
2024-11-01,124.06,138.41,1.5553372626064155,1.7197030939957392
2024-12-01,124.05,137.03,0.8126777732629042,-0.37080122146283534
