date,kpi_total_index,kpi_energy_index,cpi_yoy,cpi_energy_yoy
1983-09-01,40.05,31.5,9.45613555616287,5.245573003675252
1983-10-01,40.38,31.69,8.84097035040432,4.072249589490973
1983-11-01,40.62,31.92,8.638673442096811,4.2796471741261
1983-12-01,40.95,31.88,9.200000000000008,4.08096637283708
1984-01-01,41.52,32.66,8.322462822854181,3.8473767885532473
1984-02-01,41.35,32.75,7.850808555033906,5.987055016181242
1984-03-01,41.94,32.81,8.991683991683995,6.664499349804953
1984-04-01,42.21,32.96,8.81670533642691,7.152145643693109
1984-05-01,42.51,33.02,8.916218293620283,6.550500161342376
1984-06-01,42.41,33.05,8.078491335372062,6.304277902862654
1984-07-01,42.52,33.62,7.482305358948427,7.27504786215698
1984-08-01,42.84,33.46,7.7464788732394485,6.798595595276091
1984-09-01,43.12,33.6,7.665418227215981,6.666666666666665
1984-10-01,43.32,33.82,7.280832095096579,6.721363206058695
1984-11-01,43.59,34.14,7.311669128508136,6.954887218045114
1984-12-01,44.29,34.77,8.156288156288149,9.065244667503158
1985-01-01,44.55,35.32,7.297687861271651,8.144519289650965
1985-02-01,44.95,35.51,8.706166868198316,8.42748091603054
1985-03-01,45.29,35.66,7.987601335240835,8.686376104846062
1985-04-01,45.47,35.79,7.723288320303245,8.58616504854368
1985-05-01,45.99,36.8,8.186309103740296,11.44760751059961
1985-06-01,45.84,36.44,8.087715161518517,10.257186081694414
1985-07-01,45.8,36.17,7.714016933207879,7.584770969660926
1985-08-01,45.79,36.12,6.886087768440707,7.949790794979061
1985-09-01,45.99,36.14,6.6558441558441706,7.559523809523805
1985-10-01,46.28,36.68,6.8328716528162525,8.456534594914245
1985-11-01,46.59,36.87,6.88231245698554,7.996485061511405
1985-12-01,46.78,36.97,5.622036577105449,6.327293643945908
1986-01-01,47.31,37.88,6.195286195286198,7.248018120045296
1986-02-01,47.34,37.54,5.317018909899884,5.7166995212616145
1986-03-01,47.26,37.01,4.349746080812533,3.78575434660684
1986-04-01,47.55,37.18,4.574444688805812,3.8837664151997853
1986-05-01,47.55,36.92,3.3920417482061316,0.3260869565217428
1986-06-01,47.55,36.77,3.730366492146575,0.905598243688277
1986-07-01,47.66,37.12,4.061135371179048,2.626486038153164
1986-08-01,47.6,37.06,3.9528281284123112,2.6024363233665637
1986-09-01,48.03,37.15,4.435746901500326,2.794687327061429
1986-10-01,48.21,36.92,4.170267934312877,0.654307524536546
1986-11-01,48.22,36.91,3.4986048508263368,0.10848928668294455
1986-12-01,48.34,37.1,3.3347584437793953,0.3516364619962298
1987-01-01,48.78,37.82,3.107165504121756,-0.15839493136220462
1987-02-01,48.93,37.92,3.3586818757921355,1.0122535961641033
1987-03-01,49.03,37.95,3.745239102835396,2.5398540934882696
1987-04-01,49.16,38.13,3.3859095688748786,2.555137170521804
1987-05-01,49.2,38.21,3.4700315457413478,3.494041170097506
1987-06-01,49.11,38.23,3.280757097791809,3.9706282295349338
1987-07-01,49.7,38.5,4.280318925723892,3.717672413793105
1987-08-01,49.95,38.64,4.936974789915971,4.26335671883431
1987-09-01,50.42,38.74,4.976056631272119,4.2799461641992
1987-10-01,50.65,38.91,5.061190624351797,5.390032502708553
1987-11-01,50.81,39.13,5.371215263376206,6.01463018152264
